Sample_ID,Paper_ID,Paper_Title,DOI,Year,Source_PDF,Composition_Formula,Base_LMFP_Composition,Full_Doped_Composition,Mn_Ratio,Fe_Ratio,Dopant_Element,Dopant_Count,Dopant_Molar_Ratio,Dopant_x_per_fu,Carbon_wt_percent,Synthesis_Method,Calcination_Temp_1_C,Calcination_Time_1_h,Discharge_Capacity_0_05C_mAh_g,Discharge_Capacity_0_1C_mAh_g,Discharge_Capacity_1C_mAh_g,Discharge_Capacity_2C_mAh_g,Discharge_Capacity_5C_mAh_g,Initial_Coulombic_Efficiency_percent,Cycle_Life_cycles,Capacity_Retention_percent,EIS_R_ct_before_Ohm,EIS_R_ct_after_Ohm,Li_Diffusion_Coefficient_cm2_s,XRD_Phase_Purity,Remarks,Impurity_Phase_Identified,Evidence,Calculated_Molar_Mass,Calculated_Q_M2,Calculated_Li_Stoichiometry,Calculated_Li_Vacancy_delta,Calculated_S_config_over_R,Calculated_Theoretical_Capacity_Metric,Record_Classification
P78_Sample_6,P78,Unraveling the dynamic phase transition behavior of LiMn0.7Fe0.3PO4 nanoparticle electrodes for lithium-ion batteries,10.1039/d5ta10122k,2026,d5ta10122k.pdf,"LiMn0.7Fe0.3PO4/C (LMFP) nanoparticles, carbon-coated",,,0.7,0.3,None/Undoped,0,,,1.83,Commercial solvothermal LiMn0.7Fe0.3PO4 precursor (Jiangsu Union Energy) mixed with PVA and sintered to give the carbon coating,650.0,10.0,,,,,,,,,,,,,"In situ XRD at 20C (delithiation completed in 3 min). Charge capacity only 36.4 mAh/g, giving Li0.79Mn0.7Fe0.3PO4 - a lithium-containing phase of mixed Fe2+/Fe3+ and Mn2+/Mn3+ valence. XPS gives Fe2+ 40% and Mn2+ 33%, i.e. both cations are partially oxidised even at this rate, so Mn is not simply bypassed. The MFP phase is never detected even at 4.5 V; LMFP shows a short-memory characteristic, a hysteresis phase transition and then a continuous metastable solid solution, analogous to the LiFePO4 behaviour reported by Grey and co-workers.",,"Fig. 3b, Fig. 4a-c, Fig. 5c (in situ XRD and ex situ XPS at 20C)",157.1209,2.0,1.0,0.0,0.6109,170.58,LITERATURE_REPORTED
P79_Sample_1,P79,Practical Pathways to Higher Energy Density LMFP Battery Cathodes,10.1021/acs.energyfuels.4c06201,2025,UNVERIFIED_PDF_NOT_FOUND,"LiFePO4 (LFP, Gelon LIB) - Mn-free benchmark",,,0.0,1.0,None/Undoped,0,,,,"Commercially procured active materials (Gelon LIB, ALEEES, Li-FUN); electrodes made in-house by slurry mixing (THINKY ARE-250) and casting (ERICHSEN COATMASTER 510)",,,146.0,,,,,,100,,,,,,"Full-cell benchmark. Specific capacity 146 mAh/g with gravimetric energy density 469 Wh/kg and volumetric 1141 Wh/L (cathode active mass / active layer basis, digitised from the Fig. 4 bar labels), measured on the second C/20 formation cycle. Single discharge plateau near 3.25 V. Calendered electrode density 2.4 g/cm3, the highest of the phosphates, giving LFP the best volumetric energy density of all phosphate materials tested. Showed the greatest capacity retention of any material over 100 cycles at C/3 and, after 100 cycles, its energy density had matched that of LMFP80.",,"Fig. 2a, Fig. 4 (formation cycle at C/20); Fig. 2b (C/3 cycling)",157.7558,2.0,1.0,0.0,0.0,169.89,LITERATURE_REPORTED
P79_Sample_2,P79,Practical Pathways to Higher Energy Density LMFP Battery Cathodes,10.1021/acs.energyfuels.4c06201,2025,UNVERIFIED_PDF_NOT_FOUND,"LMFP60 (LiMn0.6Fe0.4PO4, Gelon LIB); XRF Mn/Fe = 60.2:39.7",,,0.6,0.4,Mg;Ti;Nb;Zr,4,,,,"Commercially procured active materials (Gelon LIB, ALEEES, Li-FUN); electrodes made in-house by slurry mixing (THINKY ARE-250) and casting (ERICHSEN COATMASTER 510)",,,142.0,,,,,,100,97.3,,,,,"142 mAh/g, 517 Wh/kg and 928 Wh/L on the C/20 formation cycle (digitised from Fig. 4). Dual plateaus at 3.9 V (Mn2+/3+) and 3.3 V (Fe2+/3+). XRF found 0.24 wt% Mg plus 863 ppm Nb, 644 ppm Ti, 216 ppm Ca, 187 ppm S, 157 ppm Zr, 135 ppm Al and 121 ppm Si - evidence of the material complexity required in moving from LFP to LMFP. Capacity loss over 100 cycles at C/3 was 2.7% (retention entered as 97.3%); average discharge voltage decayed only slightly, 3.58 -> 3.56 V, and impedance actually fell after cycling, so the loss is attributed to growing electrode heterogeneity plus Mn dissolution and anode poisoning rather than polarisation. Electrode density 2.15 g/cm3.",,"Fig. 2, Fig. 4, Table 1 (XRF)",157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P79_Sample_3,P79,Practical Pathways to Higher Energy Density LMFP Battery Cathodes,10.1021/acs.energyfuels.4c06201,2025,UNVERIFIED_PDF_NOT_FOUND,"LMFP64 (LiMn0.64Fe0.36PO4, Gelon LIB)",,,0.64,0.36,None/Undoped,0,,,,"Commercially procured active materials (Gelon LIB, ALEEES, Li-FUN); electrodes made in-house by slurry mixing (THINKY ARE-250) and casting (ERICHSEN COATMASTER 510)",,,141.0,,,,,,,,,,,,"141 mAh/g, 522 Wh/kg and 1108 Wh/L on the C/20 formation cycle (digitised from Fig. 4). Included to resolve the Mn-content trend between 60% and 80% Mn; not carried through the 100-cycle C/3 programme. Electrode density 2.15 g/cm3.",,"Fig. 2a, Fig. 4 (formation cycle at C/20)",157.1753,2.0,1.0,0.0,0.6534,170.52,LITERATURE_REPORTED
P79_Sample_4,P79,Practical Pathways to Higher Energy Density LMFP Battery Cathodes,10.1021/acs.energyfuels.4c06201,2025,UNVERIFIED_PDF_NOT_FOUND,"LMFP80 (LiMn0.8Fe0.2PO4, ALEEES)",,,0.8,0.2,None/Undoped,0,,,,"Commercially procured active materials (Gelon LIB, ALEEES, Li-FUN); electrodes made in-house by slurry mixing (THINKY ARE-250) and casting (ERICHSEN COATMASTER 510)",,,147.0,,,,,,100,95.2,,,,,"147 mAh/g, 554 Wh/kg and 782 Wh/L on the C/20 formation cycle (digitised from Fig. 4) - an 18% gravimetric energy density advantage over LFP, the headline result, achieved through a raised average discharge voltage rather than extra capacity (all cathodes gave 144 +/- 3 mAh/g at C/20). Capacity loss over 100 cycles at C/3 was 4.8% (retention entered as 95.2%) and average discharge voltage decayed 3.71 -> 3.68 V, so the initial ~10% energy density advantage decayed immediately and was fully eliminated by cycle 100. Porous secondary particles cracked and delaminated above ~1.8 g/cm3, capping electrode density and giving the lowest volumetric energy density of the study.",,"Fig. 2, Fig. 4 (formation cycle and C/3 cycling)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P79_Sample_5,P79,Practical Pathways to Higher Energy Density LMFP Battery Cathodes,10.1021/acs.energyfuels.4c06201,2025,UNVERIFIED_PDF_NOT_FOUND,"LiNi0.8Mn0.1Co0.1O2 (NMC811, Li-FUN Technologies) - layered oxide reference, not an olivine",,,,,None/Undoped,0,,,,"Commercially procured active materials (Gelon LIB, ALEEES, Li-FUN); electrodes made in-house by slurry mixing (THINKY ARE-250) and casting (ERICHSEN COATMASTER 510)",,,213.0,,,,,,100,85.3,,,,,"Layered-oxide reference row for context, not an LMFP material. 213 mAh/g, 797 Wh/kg and 2193 Wh/L (digitised from Fig. 4), the highest of the study, helped by 4.76 g/cm3 material density and 3.3 g/cm3 electrode density. Gradual voltage slope from ~4.4 to 3.3 V. Fell to 85.3% of initial energy density after 100 cycles at C/3 - the worst retention in the study - with impedance rising sharply from a kinetically limiting reduced surface layer formed by cycling to the 4.4 V upper cutoff.",,"Fig. 3, Fig. 4 (NMC811 reference)",101.9108,0.0,3.0,-2.0,0.0,788.97,LITERATURE_REPORTED
P79_Sample_6,P79,Practical Pathways to Higher Energy Density LMFP Battery Cathodes,10.1021/acs.energyfuels.4c06201,2025,UNVERIFIED_PDF_NOT_FOUND,Blend cathode: 70 wt% LMFP60 (LiMn0.6Fe0.4PO4) + 30 wt% NMC811,,,0.6,0.4,None/Undoped,0,,,,"Commercially procured active materials (Gelon LIB, ALEEES, Li-FUN); electrodes made in-house by slurry mixing (THINKY ARE-250) and casting (ERICHSEN COATMASTER 510)",,,173.0,,,,,,100,87.7,,,,,"Blend row. 173 mAh/g, 635 Wh/kg and 1389 Wh/L (digitised from Fig. 4), between the two constituents (LMFP60 142, NMC811 213 mAh/g). Average discharge voltage 3.67 V vs 3.64 V for LMFP60, which with the extra capacity gives a 23% gravimetric and 50% volumetric energy density gain over LMFP60 alone; the bimodal packing raised electrode density to 2.4 g/cm3. The voltage profile shows features of both constituents (>4 V activity from NMC, 3.9 V plateau from LMFP) and its more gradual slope with SOC is useful for OCV-based state-of-charge estimation. Retention 87.7% of initial energy after 100 cycles, between the unblended variants; the blend tracked NMC811 for the first 55 cycles then deviated, and by cycle 100 had lost most of its NMC-like character and followed the LMFP60 curve.",,"Fig. 3, Fig. 4 (blend cathode)",157.2116,2.0,1.0,0.0,0.673,170.48,LITERATURE_REPORTED
P80_Sample_1,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP (undoped LiMn0.5Fe0.5PO4/C baseline),,,0.5,0.5,None/Undoped,0,,,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,137.24,114.2,,,,,,77.98,,3.44e-11,,"Lattice a = 10.3885, b = 6.0566, c = 4.7311 A. Warburg factor sigma = 13.85. 1C = 150 mA/g. Undoped baseline. HR-TEM after 100 cycles at 2C shows particle destruction and the (200) spacing falling irreversibly from 5.16 to 5.08 A, i.e. the lattice volume is not recovered on discharge because Fe or Mn has dissolved. XPS on the cycled separator shows a contaminated surface with strong C 1s, F 1s and O 1s signals plus clear Fe2+/Fe3+ and Mn multiplet peaks, together with Li-F at 685.67 eV from LiPF6 decomposition.",,Fig. 5a-c (rate); Table 1 (lattice); Table 2 (EIS),157.3023,2.0,1.0,0.0,0.6931,170.38,LITERATURE_REPORTED
P80_Sample_2,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP-Zn 0.5% (LiZn0.005Mn0.5Fe0.495PO4/C),,,0.5,0.495,Zn,1,0.005,0.005,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,141.75,116.42,,,,,,17.97,,5.39e-11,,"Lattice a = 10.3926, b = 6.0584, c = 4.7319 A. Warburg factor sigma = 11.08. 1C = 150 mA/g. Light doping already improves capacity over the undoped baseline and cuts Rct more than fourfold, but rate capability at high C-rates remains poor relative to the 1.0% sample.",,Fig. 5a-c (rate); Table 1 (lattice); Table 2 (EIS),157.35,2.0,1.0,0.0,0.7211,170.33,LITERATURE_REPORTED
P80_Sample_3,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP-Zn 1.0% (LiZn0.01Mn0.5Fe0.49PO4/C) - optimum,,,0.5,0.49,Zn,1,0.01,0.01,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,148.89,128.78,,95.3,,,,17.85,,6.45e-11,,"Lattice a = 10.3926, b = 6.0616, c = 4.7329 A. Warburg factor sigma = 10.11. 1C = 150 mA/g. Optimum doping level and the best sample of the study on every metric: highest capacity at all C-rates including 95.3 mAh/g at 5C, lowest Rct, highest Li+ diffusion coefficient and the smallest CV voltage gap between oxidation and reduction. Zn2+ has an ionic radius close to Mn2+ at 6-coordination, so it substitutes on the transition-metal site and widens the interplanar spacing (the (111) peak shifts left) without disturbing the olivine structure, giving larger Li+ transport channels. Post-mortem HR-TEM shows only minor particle destruction and the (200) spacing nearly recovered, 5.18 -> 5.14 A: Zn acts as a structural pillar limiting volume change. The cycled separator is visibly clean and its XPS shows only separator carbon with no electrolyte-derived species, confirming suppressed Fe and Mn dissolution. Oxidation peaks 3.54-3.56 V (Fe2+/Fe3+) and 4.15-4.17 V (Mn2+/Mn3+); reduction 3.40-3.44 and 3.98-4.02 V.",,Fig. 5a-c (rate); Table 1 (lattice); Table 2 (EIS),157.3976,2.0,1.0,0.0,0.7422,170.28,LITERATURE_REPORTED
P80_Sample_4,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP-Zn 2.0% (LiZn0.02Mn0.5Fe0.48PO4/C) - over-doped,,,0.5,0.48,Zn,1,0.02,0.02,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,,,,,,,,24.22,,3.69e-11,,"Lattice a = 10.3943, b = 6.0605, c = 4.7362 A. Warburg factor sigma = 13.37. 1C = 150 mA/g. Over-doped. Gave the lowest discharge capacities of all four samples at every C-rate and the poorest cycling among the doped series, showing that 2% Zn is an excessive substitution level; Rct and the Warburg factor both rise again relative to 1.0% Zn.",,Fig. 5a-c (rate); Table 1 (lattice); Table 2 (EIS),157.493,2.0,1.0,0.0,0.7771,170.18,LITERATURE_REPORTED
P80_Sample_5,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP (undoped LiMn0.5Fe0.5PO4/C baseline),,,0.5,0.5,None/Undoped,0,,,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,,,110.18,,,100,86.9,,,,,"Initial 2C discharge capacity 110.18 mAh/g falling to 96.87 mAh/g after 100 cycles. Cycling at 2C for 100 cycles; the 1.0% Zn sample gives the highest retention of the series and the undoped baseline the lowest, the trend the paper attributes directly to suppressed metal dissolution.",,"Fig. 6a-c (cycling at 2C, 100 cycles)",157.3023,2.0,1.0,0.0,0.6931,170.38,LITERATURE_REPORTED
P80_Sample_6,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP-Zn 0.5% (LiZn0.005Mn0.5Fe0.495PO4/C),,,0.5,0.495,Zn,1,0.005,0.005,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,,,,,,100,91.3,,,,,"Numerical initial and final 2C capacities are not tabulated for this composition; only the retention figure is reported. Cycling at 2C for 100 cycles; the 1.0% Zn sample gives the highest retention of the series and the undoped baseline the lowest, the trend the paper attributes directly to suppressed metal dissolution.",,"Fig. 6a-c (cycling at 2C, 100 cycles)",157.35,2.0,1.0,0.0,0.7211,170.33,LITERATURE_REPORTED
P80_Sample_7,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP-Zn 1.0% (LiZn0.01Mn0.5Fe0.49PO4/C) - optimum,,,0.5,0.49,Zn,1,0.01,0.01,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,,,126.19,,,100,92.4,,,,,"Initial 2C discharge capacity 126.19 mAh/g falling to 116.88 mAh/g after 100 cycles. Cycling at 2C for 100 cycles; the 1.0% Zn sample gives the highest retention of the series and the undoped baseline the lowest, the trend the paper attributes directly to suppressed metal dissolution.",,"Fig. 6a-c (cycling at 2C, 100 cycles)",157.3976,2.0,1.0,0.0,0.7422,170.28,LITERATURE_REPORTED
P80_Sample_8,P80,Providing high stability to suppress metal dissolution in LiMn0.5Fe0.5PO4 cathode materials by Zn doping,10.1016/j.est.2024.112552,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP-Zn 2.0% (LiZn0.02Mn0.5Fe0.48PO4/C) - over-doped,,,0.5,0.48,Zn,1,0.02,0.02,,"Solvothermal (180 C, 15 h) followed by carbon-coating calcination",700.0,6.0,,,,,,,100,87.9,,,,,"Numerical initial and final 2C capacities are not tabulated for this composition; only the retention figure is reported. Cycling at 2C for 100 cycles; the 1.0% Zn sample gives the highest retention of the series and the undoped baseline the lowest, the trend the paper attributes directly to suppressed metal dissolution.",,"Fig. 6a-c (cycling at 2C, 100 cycles)",157.493,2.0,1.0,0.0,0.7771,170.18,LITERATURE_REPORTED
P81_Sample_1,P81,Constructing durable carbon layer on LiMn0.8Fe0.2PO4 with superior long-term cycling performance for lithium-ion battery,10.1016/j.electacta.2016.01.069,2016,UNVERIFIED_PDF_NOT_FOUND,"C-LMFP: LiMn0.8Fe0.2PO4 with an additional CVD carbon layer (H2/C2H2, 650 C, 8 min)",,,0.8,0.2,None/Undoped,0,,,2.95,"Spray drying then calcination, followed by chemical vapour deposition (CVD) of a second carbon layer from H2/C2H2 at 650 C for 8 min (flow 15 and 20 cm3/min)",650.0,8.0,,151,,,133.0,,450,95,11.21,16.67,1.26e-09,,"CVD-coated sample, the optimised material of the paper. Two carbon layers are visible in HRTEM: an inner organic-derived layer and a ~2 nm outer CVD layer; d(111) = 0.35 nm. Raman ID/IG falls to 0.8097 from 0.8459 for the untreated sample, i.e. a higher graphitisation degree. Retains 95% of capacity after 450 cycles at 1C at room temperature (96% is quoted in the abstract for the same test). Rct entered as 11.21 ohm after 50 cycles and 16.67 ohm after 300 cycles; RSEI grows only marginally, 13.69 -> 20.03 ohm, versus more than a doubling for the untreated sample. Mn dissolved into the electrolyte 1.25 ppm at 25 C.",,"Fig. 5, Fig. 6, Fig. 7a, Table 1, Table 2",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P81_Sample_2,P81,Constructing durable carbon layer on LiMn0.8Fe0.2PO4 with superior long-term cycling performance for lithium-ion battery,10.1016/j.electacta.2016.01.069,2016,UNVERIFIED_PDF_NOT_FOUND,"LMFP: LiMn0.8Fe0.2PO4 control, conventional glucose-derived carbon only (no CVD)",,,0.8,0.2,None/Undoped,0,,,2.95,Spray drying of the aqueous precursor slurry followed by calcination at 650 C for 8 h in Ar (no CVD step),650.0,8.0,,145,,,128.0,,320,80,13.49,20.93,7.91e-10,,"Untreated control. Carbon layer measured at about 25 nm with d(001) = 0.47 nm; Raman ID/IG = 0.8459. Lost almost 20% of initial capacity after 320 cycles at 1C at room temperature (retention entered as 80%), with capacity fade clearly visible from about cycle 200. RSEI more than doubles across 300 cycles, 16.66 -> 41.08 ohm, attributed to Mn2+ deposition altering the anode SEI; Rs also rises from 1.548 to 6.005 ohm. Mn dissolved into the electrolyte 2.84 ppm at 25 C, more than double the CVD-coated sample.",,"Fig. 5, Fig. 6, Fig. 7a, Table 1, Table 2",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P81_Sample_3,P81,Constructing durable carbon layer on LiMn0.8Fe0.2PO4 with superior long-term cycling performance for lithium-ion battery,10.1016/j.electacta.2016.01.069,2016,UNVERIFIED_PDF_NOT_FOUND,"C-LMFP: LiMn0.8Fe0.2PO4 with an additional CVD carbon layer, tested at 55 C",,,0.8,0.2,None/Undoped,0,,,2.95,"Spray drying then calcination, followed by CVD carbon coating from H2/C2H2 at 650 C",650.0,8.0,,,,,,,50,97,,,,,Elevated-temperature cycling at 1C. Retains 97% of capacity after 50 cycles at 55 C. Mn dissolved into the electrolyte 4.87 ppm at 55 C versus 10.59 ppm for the untreated sample - the direct evidence that the CVD carbon layer shields the particles from HF attack and electrolyte corrosion.,,"Fig. 7b, Table 1 (elevated-temperature cycling and ICP-OES)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P81_Sample_4,P81,Constructing durable carbon layer on LiMn0.8Fe0.2PO4 with superior long-term cycling performance for lithium-ion battery,10.1016/j.electacta.2016.01.069,2016,UNVERIFIED_PDF_NOT_FOUND,"LMFP: LiMn0.8Fe0.2PO4 control (no CVD), tested at 55 C",,,0.8,0.2,None/Undoped,0,,,2.95,Spray drying then calcination at 650 C for 8 h in Ar (no CVD step),650.0,8.0,,,,,,,50,89,,,,,"Elevated-temperature cycling at 1C. Capacity fade is clearly visible from about cycle 25 and roughly 10% of capacity is lost by cycle 50 (retention entered as 89%). Mn dissolved into the electrolyte 10.59 ppm at 55 C, nearly four times the room-temperature value, confirming that Mn3+ disproportionation and dissolution is the dominant fade mechanism at elevated temperature.",,"Fig. 7b, Table 1 (elevated-temperature cycling and ICP-OES)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P82_Sample_1,P82,Iron-assisted carbon coating strategy for improved electrochemical LiMn0.8Fe0.2PO4 cathodes,10.1016/j.electacta.2016.07.049,2016,UNVERIFIED_PDF_NOT_FOUND,LMFP/Fe/C: LiMn0.8Fe0.2PO4 with iron-catalysed graphitised carbon coating,,,0.8,0.2,None/Undoped,0,,,7.0,"Solvothermal synthesis (240 C, 4 h) followed by sequential coating with iron oxalate then glucose and calcination at 650 C, so that Fe formed in situ catalyses graphitisation of the carbon",650.0,8.0,,,132.1,,105.6,,,,34.26,,2.15e-14,,"Iron-catalysed coating, the optimised material. Discharge capacities 152.3 / 141.9 / 132.1 / 105.6 / 76.0 mAh/g at 0.2 / 0.5 / 1 / 5 / 10C (1C = 170 mA/g); the 0.2C, 0.5C and 10C values fall outside the dataset columns. Graphitised carbon layer is uniform and only 2.2 nm thick and sits almost entirely on the particle surfaces because there is no Fe outside the particles; Raman IG/ID = 1.20. Rct 34.26 ohm and Rs 8.52 ohm measured at full charge after 30 cycles at 0.2C (Warburg factor 37.76). CV peak separation for Fe2+/Fe3+ is 0.18 V at 0.1 mV/s versus 0.42 V for the uncatalysed control, and for Mn2+/Mn3+ 0.42 V versus 0.68 V, indicating markedly better reversibility.",,"Fig. 6a (rate performance); Fig. 8, Table 1 (EIS)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P82_Sample_2,P82,Iron-assisted carbon coating strategy for improved electrochemical LiMn0.8Fe0.2PO4 cathodes,10.1016/j.electacta.2016.07.049,2016,UNVERIFIED_PDF_NOT_FOUND,"LMFP/C: LiMn0.8Fe0.2PO4 with conventional glucose-derived carbon coating (control, no iron oxalate)",,,0.8,0.2,None/Undoped,0,,,7.0,"Solvothermal synthesis (240 C, 4 h) followed by glucose coating and calcination at 650 C, without the iron oxalate catalyst",650.0,8.0,,,128.4,,85.9,,,,78.67,,1.65e-14,,"Uncatalysed control. Discharge capacities 150.4 / 138.9 / 128.4 / 85.9 / 59.0 mAh/g at 0.2 / 0.5 / 1 / 5 / 10C. The two materials are close at low rate but diverge sharply above 1C. Carbon layers are thick and non-uniform, varying between 4.1 and 5.7 nm, with some carbon films stretching away from the particles and contributing nothing electrochemically; Raman IG/ID = 1.11. Rct 78.67 ohm, more than twice the iron-catalysed sample (Warburg factor 43.07, Rs 8.80 ohm).",,"Fig. 6b (rate performance); Fig. 8, Table 1 (EIS)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P82_Sample_3,P82,Iron-assisted carbon coating strategy for improved electrochemical LiMn0.8Fe0.2PO4 cathodes,10.1016/j.electacta.2016.07.049,2016,UNVERIFIED_PDF_NOT_FOUND,LMFP/Fe/C: LiMn0.8Fe0.2PO4 with iron-catalysed graphitised carbon coating,,,0.8,0.2,None/Undoped,0,,,7.0,"Solvothermal synthesis followed by sequential iron oxalate and glucose coating, then calcination at 650 C in N2",650.0,8.0,,,,,,,60,78.6,,,,,"Cycling at the demanding 10C rate for 60 cycles retains 78.6% of capacity, twice the control value. The improvement is credited to the highly graphitised carbon layer reducing the number of lithium ions stranded in the carbon during cycling, thereby maintaining the lithium transference number. Coulombic efficiency also fades far more slowly with increasing rate than for the control.",,"Fig. 6c, 6e, 6f (cycling and capacity retention at 10C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P82_Sample_4,P82,Iron-assisted carbon coating strategy for improved electrochemical LiMn0.8Fe0.2PO4 cathodes,10.1016/j.electacta.2016.07.049,2016,UNVERIFIED_PDF_NOT_FOUND,LMFP/C: LiMn0.8Fe0.2PO4 with conventional glucose-derived carbon coating (control),,,0.8,0.2,None/Undoped,0,,,7.0,Solvothermal synthesis followed by glucose coating and calcination at 650 C in N2 (no iron oxalate),650.0,8.0,,,,,,,60,39.1,,,,,"Cycling at 10C for 60 cycles retains only 39.1% of capacity, against 78.6% for the iron-catalysed sample - the clearest demonstration in the paper that coating quality rather than bulk composition governs high-rate durability.",,"Fig. 6d, 6e, 6f (cycling and capacity retention at 10C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P83_Sample_1,P83,Beneficial effect of incorporating particle nanocrystalline and V3+ doping into high-energy-density LiMn0.8Fe0.2PO4 for lithium-ion batteries,10.1016/j.ssi.2024.116576,2024,UNVERIFIED_PDF_NOT_FOUND,LMFP@C: undoped LiMn0.8Fe0.2PO4@C baseline (x = 0),,,0.8,0.2,None/Undoped,0,0,0.0,,"Mechanical liquid-phase activation (planetary ball mill, 400 rpm, 4 h, ball:material 15:1, 500 g/L solids) followed by two-stage carbothermal reduction",450.0,8.0,,138,,,,,100,84.4,532.03,,4.1e-12,,"Undoped baseline. 138 mAh/g at 0.1C; after 100 cycles at 1C it retains 87.3 mAh/g at 84.4% retention. The relatively inert Li+ transport structure causes large charge/discharge polarisation and side reactions including formation of electrochemically inactive heterophases and manganese dissolution. Lattice a = 10.42343, b = 6.08378, c = 4.73586 A, Rw = 2.612%.",,"Table 1 (Rietveld); Fig. 5a, 5e-h (electrochemistry)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P83_Sample_2,P83,Beneficial effect of incorporating particle nanocrystalline and V3+ doping into high-energy-density LiMn0.8Fe0.2PO4 for lithium-ion batteries,10.1016/j.ssi.2024.116576,2024,UNVERIFIED_PDF_NOT_FOUND,LMFV0.005P@C: 0.995 LiMn0.8Fe0.2PO4 . 0.005 Li3V2(PO4)3 @C,,,0.8,0.2,V,1,0.005,0.005,,"Mechanical liquid-phase activation (planetary ball mill, 400 rpm, 4 h, ball:material 15:1, 500 g/L solids) followed by two-stage carbothermal reduction",450.0,8.0,,145.3,,,,,,,,,,,"Intermediate doping level. 145.3 mAh/g at 0.1C, between the undoped baseline and the 1 at.% optimum. Lattice parameters for this composition are not tabulated.",,Table 1 (Rietveld); Fig. S8 (rate),157.2849,2.015,0.985,0.015,0.5269,167.84,LITERATURE_REPORTED
P83_Sample_3,P83,Beneficial effect of incorporating particle nanocrystalline and V3+ doping into high-energy-density LiMn0.8Fe0.2PO4 for lithium-ion batteries,10.1016/j.ssi.2024.116576,2024,UNVERIFIED_PDF_NOT_FOUND,LMFV0.01P@C: 0.99 LiMn0.8Fe0.2PO4 . 0.01 Li3V2(PO4)3 @C - optimum,,,0.8,0.2,V,1,0.01,0.01,,"Mechanical liquid-phase activation (planetary ball mill, 400 rpm, 4 h, ball:material 15:1, 500 g/L solids) followed by two-stage carbothermal reduction",450.0,8.0,,155.4,142.6,132.3,115.9,,100,93.4,233.2,,1.38e-11,,"Optimum composition and the headline result of the paper. Rate capability 155.4 / 149.2 / 142.6 / 132.3 / 115.9 mAh/g at 0.1 / 0.5 / 1.0 / 2.0 / 5.0C; retains 131.1 mAh/g after 100 cycles at 1C at 93.4% retention. At this level V3+ dissolves fully into the LiMnPO4 lattice as a uniform solid solution - no Li3V2(PO4)3 diffraction peaks and a single 0.373 nm (011) lattice fringe in HRTEM under the carbon coating. Charge-transfer resistance is less than half the undoped value and the charging Li+ diffusion coefficient is more than three times higher. Lattice a = 10.41365, b = 6.07772, c = 4.73326 A, Rw = 2.340%; vanadium addition contracts the cell volume.",,"Table 1 (Rietveld); Fig. 5b, 5d-h (electrochemistry)",157.5396,2.03,0.97,0.03,0.5465,165.02,LITERATURE_REPORTED
